processo,contratante,contratado,objeto,vigencia,valor_total,data_assinatura
23034.025127/2023-44,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.997.813/0001-12 - BELA BRAVA CULTURAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 1.423.216,41",14/12/2025
23034.027422/2023-35,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.002.018/0001-10 - DUNA DUETO EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 475.204,46",14/12/2025
23034.025105/2023-84,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.288.153/0001-08 - ALAUDE EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 538.838,27",14/12/2025
23034.028049/2023-30,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.423.457/0001-01 - EDITORA BAOBA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 674.026,85",14/12/2025
23034.031490/2023-07,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,32.343.706/0001-42 - ARTESCRITA GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 238.772,22",14/12/2025
23034.031129/2023-72,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.481.416/0001-71 - EDITORA CANGURU LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 433.714,67",14/12/2025
23034.025109/2023-62,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,37.849.896/0001-98 - ALUAR EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 551.866,90",14/12/2025
23034.031470/2023-28,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.566.241/0001-65 - EPP PUBLICACOES E PUBLICIDADE LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 284.240,43",14/12/2025
23034.037251/2023-52,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,17.463.963/0001-24 - EMPRESA BRASILEIRA DE SISTEMAS DE ENSINO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 697.516,65",14/12/2025
23034.027417/2023-22,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.731.059/0001-61 - DOMO 72 EMPREENDIMENTOS E PARTICIPACOES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 496.491,40",14/12/2025
23034.031352/2023-10,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,21.541.118/0001-05 - DANIELA ANTONIETA LUZ MACHADO 95725440044,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 273.954,11",14/12/2025
23034.031245/2023-91,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.546.379/0001-44 - TRGD EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 481.645,93",14/12/2025
23034.031302/2023-32,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,30.910.272/0001-90 - EDITORA FORMAR E DISTRIBUICAO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 736.041,44",14/12/2025
23034.031306/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,61.186.490/0001-57 - EDITORA FTD S A,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 618.328,46",14/12/2025
23034.037239/2023-48,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,30.220.501/0001-44 - EDITORA VESTIGIO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 712.618,14",14/12/2025
23034.025128/2023-99,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,42.324.659/0001-43 - BELLABOOKS GRAFICA E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",14/12/2025 a 09/12/2026,"R$ 698.270,83",14/12/2025
23034.031529/2023-88,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,55.621.700/0001-95 - PUBLICACOES MERCURYO NOVO TEMPO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 309.255,28",10/12/2025
23034.026176/2023-02,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.886.758/0001-81 - EDITORA CORALINDA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 259.800,75",10/12/2025
23034.028476/2023-18,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.679.459/0001-76 - EDITORA CABO ORANGE LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 422.801,70",10/12/2025
23034.031548/2023-12,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.681.400/0001-12 - TACACÁ EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 219.515,63",10/12/2025
23034.025107/2023-73,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,44.290.594/0001-98 - ALETRIA CONTOS E OUTRAS HISTORIAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 583.379,18",10/12/2025
23034.025133/2023-00,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,42.215.469/0001-98 - BETULA EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 581.524,37",10/12/2025
23034.026115/2023-37,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.334.627/0001-00 - CAPITAL DAS LETRAS DISTRIBUIDORA DE LIVROS,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 840.775,44",10/12/2025
23034.031451/2023-00,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.597.287/0001-91 - EDITORA TRIPLICE SABER LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 198.505,16",10/12/2025
23034.037247/2023-94,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,09.470.763/0001-70 - ESTUDIO MADALENA PRODUCOES FOTOGRAFICAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 923.499,95",10/12/2025
23034.028485/2023-17,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.411.748/0001-90 - EDITORA CAMELIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 484.043,08",10/12/2025
23034.031462/2023-81,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.288.052/0001-90 - EDLAB PRESS EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 330.467,28",10/12/2025
23034.027493/2023-38,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.183.613/0001-74 - EDIOURO PUBLICACOES DE PASSATEMPOS E MULTIMIDIA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 437.895,54",10/12/2025
23034.031550/2023-83,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.447.243/0001-35 - TERRAS BONSUCESSO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 323.495,93",10/12/2025
23034.031542/2023-37,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.401.774/0001-37 - SERENA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 189.459,64",10/12/2025
23034.031311/2023-23,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,11.690.588/0001-79 - ATELIE DA ESCRITA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 178.550,81",10/12/2025
23034.031221/2023-32,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,04.053.093/0001-73 - NANABOOKS EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 543.165,39",10/12/2025
23034.025161/2023-19,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,10.588.186/0001-03 - ABACATTE EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.144.458,71",10/12/2025
23034.027411/2023-55,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,27.566.951/0001-89 - DOCES HISTORIAS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 499.721,22",10/12/2025
23034.031220/2023-98,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,07.300.632/0001-10 - ROVELLE EDICAO E COMERCIO DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 524.541,54",10/12/2025
23034.025142/2023-92,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,36.222.156/0001-64 - BRINQUE-BOOK EDITORA DE LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 540.151,41",10/12/2025
23034.031520/2023-77,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,42.422.006/0001-05 - PALLAS EDITORA E DISTRIBUIDORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 286.273,21",10/12/2025
23034.025114/2023-75,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,35.625.006/0001-39 - ARCO 43 EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 542.849,45",10/12/2025
23034.025139/2023-79,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,22.228.070/0001-34 - BOM DE LER EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 533.081,09",10/12/2025
23034.031189/2023-95,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,01.106.652/0001-78 - O JOGO DE AMARELINHA SERVICOS EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 538.991,87",10/12/2025
23034.027753/2023-75,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,29.341.467/0001-87 - EDITORA ESTRELA CULTURAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 691.825,19",10/12/2025
23034.031198/2023-86,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,19.770.737/0001-11 - PALAVRINHAS PROJETOS EDITORIAIS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 502.266,86",10/12/2025
23034.031521/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,14.160.231/0001-77 - PATMOS EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 337.661,34",10/12/2025
23034.026196/2023-75,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,33.223.737/0001-22 - CAMILA WERNER 28178656850,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 245.093,67",10/12/2025
23034.031187/2023-04,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,05.029.936/0001-69 - NOVA ERA EDITORA E CONSULTORIA SC LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 743.375,05",10/12/2025
23034.037182/2023-87,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,55.789.390/0001-12 - EDITORA SCHWARCZ S.A,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 761.457,60",10/12/2025
23034.037244/2023-51,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,08.463.170/0001-14 - EDITORA WMF MARTINS FONTES LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 1.059.030,86",10/12/2025
23034.031530/2023-11,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,30.494.824/0001-26 - RAFAEL ILELIS DE B. SILVA EDITORIAL,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 225.096,28",10/12/2025
23034.031528/2023-33,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,39.892.993/0001-99 - PLANETA NOTÍCIA EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 267.472,38",10/12/2025
23034.031103/2023-24,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,28.567.073/0001-89 - SB SISTEMA DE ENSINO E EDITORA LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 451.082,04",10/12/2025
23034.031309/2023-54,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,03.878.517/0001-76 - ARTLIVROS - DISTRIBUICAO EDITORIAL LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 392.729,48",10/12/2025
23034.026165/2023-14,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,43.884.979/0001-10 - EDITORA FLORESCENDO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 448.630,57",10/12/2025
23034.031179/2023-50,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,40.843.165/0001-40 - MELHORAMENTOS LIVROS LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 541.874,08",10/12/2025
23034.029597/2023-87,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15.471.730/0001-48 - EDITORA TIMBO LTDA,"Aquisição de obras literárias no âmbito do programa nacional do livro e do material didático - pnld 2023, objeto 03, nos formatos impresso, html, pdf e vídeo tutorial, destinadas aos estudantes e professores dos anos iniciais do ensino fundamental (1º ao 5º ano), das escolas da educação básica pública, das redes federal, estaduais, municipais e do distrito federal",10/12/2025 a 05/12/2026,"R$ 576.525,81",10/12/2025
